"demographic_id","demographic_label","series_date","total_n","data.Somewhat.Approve","data.Strongly.Approve","data.Somewhat.Disapprove","data.Strongly.Disapprove","data.Don.t.Know...No.Opinion"
"age","Age: 18-29","2020-02-07",64,30,8,3,7,52
"age","Age: 18-29","2020-02-08",76,24,8,9,12,47
"age","Age: 18-29","2020-02-09",64,18,6,8,6,62
"age","Age: 18-29","2020-02-10",58,19,8,8,5,60
"age","Age: 18-29","2020-02-11",60,22,7,8,12,51
"age","Age: 18-29","2020-02-12",55,15,14,6,10,56
"age","Age: 18-29","2020-02-13",58,15,16,7,9,53
"age","Age: 18-29","2020-02-14",69,14,4,9,13,60
"age","Age: 18-29","2020-02-15",61,15,19,16,2,49
"age","Age: 18-29","2020-02-16",61,17,3,8,15,57
"age","Age: 18-29","2020-02-17",77,12,9,17,7,56
"age","Age: 18-29","2020-02-18",72,18,8,9,8,57
"age","Age: 18-29","2020-02-19",76,13,11,14,15,47
"age","Age: 18-29","2020-02-20",72,19,15,8,11,47
"age","Age: 18-29","2020-02-21",84,29,9,5,7,51
"age","Age: 18-29","2020-02-22",62,27,5,10,17,42
"age","Age: 18-29","2020-02-23",48,33,3,6,11,48
"age","Age: 18-29","2020-02-24",68,18,11,13,0,59
"age","Age: 18-29","2020-02-25",61,17,6,10,3,64
"age","Age: 18-29","2020-02-26",65,16,11,7,8,57
"age","Age: 18-29","2020-02-27",67,20,10,10,4,55
"age","Age: 18-29","2020-02-28",57,11,8,7,21,53
"age","Age: 18-29","2020-02-29",53,16,7,3,0,74
"age","Age: 18-29","2020-03-01",62,8,4,10,13,65
"age","Age: 18-29","2020-03-02",77,9,16,18,15,43
"age","Age: 18-29","2020-03-03",63,15,10,10,8,57
"age","Age: 18-29","2020-03-04",50,13,7,9,19,51
"age","Age: 18-29","2020-03-05",55,22,7,6,5,60
"age","Age: 18-29","2020-03-06",48,12,9,5,2,72
"age","Age: 18-29","2020-03-07",66,10,4,18,15,53
"age","Age: 18-29","2020-03-08",64,27,5,10,5,53
"age","Age: 18-29","2020-03-09",53,16,19,9,5,51
"age","Age: 18-29","2020-03-10",60,11,16,8,6,59
"age","Age: 18-29","2020-03-11",47,16,3,7,10,64
"age","Age: 18-29","2020-03-12",52,16,10,4,10,60
"age","Age: 18-29","2020-03-13",33,20,0,11,7,62
"age","Age: 18-29","2020-03-14",52,14,6,19,15,47
"age","Age: 18-29","2020-03-15",68,29,12,13,4,42
"age","Age: 18-29","2020-03-16",61,18,11,11,8,53
"age","Age: 18-29","2020-03-17",74,22,9,13,7,49
"age","Age: 18-29","2020-03-18",54,21,15,9,11,44
"age","Age: 18-29","2020-03-19",64,17,9,10,14,50
"age","Age: 18-29","2020-03-20",39,25,8,10,0,56
"age","Age: 18-29","2020-03-21",38,14,10,6,9,60
"age","Age: 18-29","2020-03-22",46,19,10,9,7,55
"age","Age: 18-29","2020-03-23",51,29,5,2,23,41
"age","Age: 18-29","2020-03-24",51,17,3,8,9,62
"age","Age: 18-29","2020-03-25",61,16,7,12,14,52
"age","Age: 18-29","2020-03-26",52,17,12,14,10,47
"age","Age: 18-29","2020-03-27",35,23,12,15,8,42
"age","Age: 18-29","2020-03-28",62,12,3,12,9,64
"age","Age: 18-29","2020-03-29",61,12,8,16,14,51
"age","Age: 18-29","2020-03-30",56,12,10,8,9,61
"age","Age: 18-29","2020-03-31",38,28,4,19,11,39
"age","Age: 18-29","2020-04-01",36,17,7,11,7,58
"age","Age: 18-29","2020-04-02",41,17,2,11,11,58
"age","Age: 18-29","2020-04-03",45,29,7,1,9,55
"age","Age: 18-29","2020-04-04",39,28,5,12,8,47
"age","Age: 18-29","2020-04-05",46,21,3,10,9,56
"age","Age: 18-29","2020-04-06",65,24,8,11,12,45
"age","Age: 18-29","2020-04-07",39,12,18,9,13,48
"age","Age: 18-29","2020-04-08",39,20,5,24,13,39
"age","Age: 18-29","2020-04-09",50,15,8,12,4,62
"age","Age: 18-29","2020-04-10",59,17,12,10,10,52
"age","Age: 18-29","2020-04-11",53,17,6,5,10,62
"age","Age: 18-29","2020-04-12",52,22,7,11,7,53
"age","Age: 18-29","2020-04-13",42,22,4,10,12,53
"age","Age: 18-29","2020-04-14",55,22,4,12,11,50
"age","Age: 18-29","2020-04-15",31,12,12,16,11,48
"age","Age: 18-29","2020-04-16",27,10,0,8,14,69
"age","Age: 18-29","2020-04-17",55,25,6,15,5,49
"age","Age: 18-29","2020-04-18",38,28,10,2,14,47
"age","Age: 18-29","2020-04-19",45,14,15,5,19,46
"age","Age: 18-29","2020-04-20",58,23,6,3,6,62
"age","Age: 18-29","2020-04-21",53,26,11,8,4,51
"age","Age: 18-29","2020-04-22",41,26,7,2,4,61
"age","Age: 18-29","2020-04-23",47,20,2,12,18,49
"age","Age: 18-29","2020-04-24",38,25,2,11,15,47
"age","Age: 18-29","2020-04-25",35,20,17,15,16,32
"age","Age: 18-29","2020-04-26",56,24,13,4,9,51
"age","Age: 18-29","2020-04-27",49,23,0,7,4,65
"age","Age: 18-29","2020-04-28",40,10,6,2,14,69
"age","Age: 18-29","2020-04-29",50,19,5,14,13,49
"age","Age: 18-29","2020-04-30",49,13,6,13,24,44
"age","Age: 18-29","2020-05-01",44,9,5,17,9,61
"age","Age: 18-29","2020-05-02",32,20,9,5,9,57
"age","Age: 18-29","2020-05-03",64,24,7,12,11,46
"age","Age: 18-29","2020-05-04",44,22,4,10,5,59
"age","Age: 18-29","2020-05-05",27,13,2,10,10,64
"age","Age: 18-29","2020-05-06",31,23,3,20,11,43
"age","Age: 18-29","2020-05-07",51,23,1,13,11,53
"age","Age: 18-29","2020-05-08",42,13,2,22,7,56
"age","Age: 18-29","2020-05-09",45,23,8,6,8,54
"age","Age: 18-29","2020-05-10",48,9,12,18,14,48
"age","Age: 18-29","2020-05-11",54,21,8,14,13,44
"age","Age: 18-29","2020-05-12",59,12,8,28,10,43
"age","Age: 18-29","2020-05-13",43,16,1,4,4,75
"age","Age: 18-29","2020-05-14",53,24,5,7,6,58
"age","Age: 18-29","2020-05-15",49,8,5,7,13,67
"age","Age: 18-29","2020-05-16",34,17,6,6,5,66
"age","Age: 18-29","2020-05-17",55,17,10,9,9,55
"age","Age: 18-29","2020-05-18",48,14,11,7,15,53
"age","Age: 18-29","2020-05-19",27,9,0,2,15,74
"age","Age: 30-44","2020-01-09",72,9,15,18,13,45
"age","Age: 30-44","2020-01-10",71,19,12,14,11,44
"age","Age: 30-44","2020-01-11",67,14,8,12,16,51
"age","Age: 30-44","2020-01-12",61,26,5,12,7,50
"age","Age: 30-44","2020-01-13",74,21,7,10,9,53
"age","Age: 30-44","2020-01-14",82,26,11,8,11,44
"age","Age: 30-44","2020-01-15",75,18,9,10,5,59
"age","Age: 30-44","2020-01-16",61,27,5,8,8,52
"age","Age: 30-44","2020-01-17",54,22,9,15,4,51
"age","Age: 30-44","2020-01-18",73,19,12,11,4,54
"age","Age: 30-44","2020-01-19",66,13,8,8,6,65
"age","Age: 30-44","2020-01-20",68,20,7,5,11,57
"age","Age: 30-44","2020-01-21",74,23,5,8,8,56
"age","Age: 30-44","2020-01-22",68,27,7,9,8,49
"age","Age: 30-44","2020-01-23",78,21,9,12,11,48
"age","Age: 30-44","2020-01-24",90,23,15,13,10,38
"age","Age: 30-44","2020-01-25",59,20,9,9,10,52
"age","Age: 30-44","2020-01-26",63,21,3,9,11,56
"age","Age: 30-44","2020-01-27",71,14,13,10,14,48
"age","Age: 30-44","2020-01-28",77,16,8,8,8,61
"age","Age: 30-44","2020-01-29",79,18,13,5,12,53
"age","Age: 30-44","2020-01-30",75,16,10,6,13,55
"age","Age: 30-44","2020-01-31",43,18,13,4,12,53
"age","Age: 30-44","2020-02-01",71,19,9,8,9,56
"age","Age: 30-44","2020-02-02",44,13,5,8,19,54
"age","Age: 30-44","2020-02-03",65,30,7,15,6,42
"age","Age: 30-44","2020-02-04",71,23,8,4,20,45
"age","Age: 30-44","2020-02-05",72,24,10,9,9,49
"age","Age: 30-44","2020-02-06",61,18,12,4,11,54
"age","Age: 30-44","2020-02-07",42,20,12,9,19,40
"age","Age: 30-44","2020-02-08",63,18,5,10,14,52
"age","Age: 30-44","2020-02-09",76,23,11,4,7,54
"age","Age: 30-44","2020-02-10",95,18,10,15,8,50
"age","Age: 30-44","2020-02-11",61,25,8,8,10,49
"age","Age: 30-44","2020-02-12",66,28,8,10,6,48
"age","Age: 30-44","2020-02-13",75,24,11,6,11,47
"age","Age: 30-44","2020-02-14",69,26,20,7,20,27
"age","Age: 30-44","2020-02-15",68,18,3,8,16,54
"age","Age: 30-44","2020-02-16",75,23,12,10,11,44
"age","Age: 30-44","2020-02-17",62,20,6,11,18,45
"age","Age: 30-44","2020-02-18",67,22,6,16,10,47
"age","Age: 30-44","2020-02-19",82,25,16,10,11,38
"age","Age: 30-44","2020-02-20",59,17,16,16,6,45
"age","Age: 30-44","2020-02-21",65,17,15,8,18,42
"age","Age: 30-44","2020-02-22",57,24,6,17,11,43
"age","Age: 30-44","2020-02-23",62,29,16,5,8,43
"age","Age: 30-44","2020-02-24",60,10,25,10,14,40
"age","Age: 30-44","2020-02-25",79,21,13,13,17,37
"age","Age: 30-44","2020-02-26",63,16,20,8,5,51
"age","Age: 30-44","2020-02-27",71,28,13,11,17,31
"age","Age: 30-44","2020-02-28",72,21,14,5,8,53
"age","Age: 30-44","2020-02-29",69,25,7,12,13,44
"age","Age: 30-44","2020-03-01",61,28,13,6,16,37
"age","Age: 30-44","2020-03-02",62,24,17,13,14,33
"age","Age: 30-44","2020-03-03",63,19,8,6,12,55
"age","Age: 30-44","2020-03-04",46,20,13,17,9,41
"age","Age: 30-44","2020-03-05",73,18,19,15,7,40
"age","Age: 30-44","2020-03-06",69,18,17,11,5,49
"age","Age: 30-44","2020-03-07",58,15,16,8,15,45
"age","Age: 30-44","2020-03-08",63,18,7,13,21,41
"age","Age: 30-44","2020-03-09",50,19,8,8,10,56
"age","Age: 30-44","2020-03-10",77,15,10,11,8,56
"age","Age: 30-44","2020-03-11",99,18,11,13,20,38
"age","Age: 30-44","2020-03-12",52,17,5,7,17,55
"age","Age: 30-44","2020-03-13",44,11,17,11,14,47
"age","Age: 30-44","2020-03-14",66,20,7,9,9,55
"age","Age: 30-44","2020-03-15",74,18,15,8,17,41
"age","Age: 30-44","2020-03-16",59,17,4,18,12,50
"age","Age: 30-44","2020-03-17",77,21,10,13,10,46
"age","Age: 30-44","2020-03-18",63,21,14,4,14,47
"age","Age: 30-44","2020-03-19",52,12,12,14,31,31
"age","Age: 30-44","2020-03-20",60,13,13,17,17,41
"age","Age: 30-44","2020-03-21",42,38,12,7,10,32
"age","Age: 30-44","2020-03-22",36,19,10,3,26,41
"age","Age: 30-44","2020-03-23",57,24,22,8,20,25
"age","Age: 30-44","2020-03-24",54,22,11,13,13,41
"age","Age: 30-44","2020-03-25",44,29,11,16,10,34
"age","Age: 30-44","2020-03-26",50,16,16,9,19,40
"age","Age: 30-44","2020-03-27",55,23,5,13,8,51
"age","Age: 30-44","2020-03-28",51,21,9,9,20,40
"age","Age: 30-44","2020-03-29",51,23,7,7,11,52
"age","Age: 30-44","2020-03-30",46,21,8,6,19,46
"age","Age: 30-44","2020-03-31",56,27,8,8,5,52
"age","Age: 30-44","2020-04-01",39,12,8,8,22,50
"age","Age: 30-44","2020-04-02",45,23,6,14,12,45
"age","Age: 30-44","2020-04-03",31,17,7,15,21,40
"age","Age: 30-44","2020-04-04",33,14,11,11,19,45
"age","Age: 30-44","2020-04-05",53,26,10,3,10,51
"age","Age: 30-44","2020-04-06",46,22,20,6,11,41
"age","Age: 30-44","2020-04-07",32,14,4,0,13,70
"age","Age: 30-44","2020-04-08",48,29,19,6,13,33
"age","Age: 30-44","2020-04-09",33,22,5,27,26,20
"age","Age: 30-44","2020-04-10",50,17,6,3,25,50
"age","Age: 30-44","2020-04-11",46,38,9,9,9,35
"age","Age: 30-44","2020-04-12",51,16,16,1,20,47
"age","Age: 30-44","2020-04-13",57,26,8,9,20,37
"age","Age: 30-44","2020-04-14",54,21,17,18,13,30
"age","Age: 30-44","2020-04-15",40,24,7,16,16,38
"age","Age: 30-44","2020-04-16",31,16,7,14,18,45
"age","Age: 30-44","2020-04-17",42,21,10,18,22,30
"age","Age: 30-44","2020-04-18",52,17,11,14,24,33
"age","Age: 30-44","2020-04-19",32,18,9,7,15,51
"age","Age: 30-44","2020-04-20",50,24,3,11,14,48
"age","Age: 30-44","2020-04-21",45,17,20,5,20,38
"age","Age: 30-44","2020-04-22",41,22,13,11,12,42
"age","Age: 30-44","2020-04-23",42,11,10,8,13,58
"age","Age: 30-44","2020-04-24",39,18,12,14,22,34
"age","Age: 30-44","2020-04-25",25,20,9,17,23,31
"age","Age: 30-44","2020-04-26",45,15,11,10,13,51
"age","Age: 30-44","2020-04-27",33,22,0,8,20,49
"age","Age: 30-44","2020-04-28",56,24,12,13,20,31
"age","Age: 30-44","2020-04-29",50,20,4,16,13,47
"age","Age: 30-44","2020-04-30",57,10,23,8,8,52
"age","Age: 30-44","2020-05-01",45,19,5,12,17,47
"age","Age: 30-44","2020-05-02",42,24,11,1,18,46
"age","Age: 30-44","2020-05-03",40,12,6,21,13,49
"age","Age: 30-44","2020-05-04",55,21,19,13,15,32
"age","Age: 30-44","2020-05-05",35,3,6,9,36,46
"age","Age: 30-44","2020-05-06",21,20,11,21,15,33
"age","Age: 30-44","2020-05-07",34,30,3,8,16,43
"age","Age: 30-44","2020-05-08",35,11,9,14,25,40
"age","Age: 30-44","2020-05-09",20,16,0,8,10,66
"age","Age: 30-44","2020-05-10",47,28,9,7,18,37
"age","Age: 30-44","2020-05-11",40,31,5,14,19,31
"age","Age: 30-44","2020-05-12",44,33,8,3,22,35
"age","Age: 30-44","2020-05-13",38,28,12,10,18,32
"age","Age: 30-44","2020-05-14",28,8,16,9,20,46
"age","Age: 30-44","2020-05-15",34,18,14,7,7,54
"age","Age: 30-44","2020-05-16",26,19,5,24,16,36
"age","Age: 30-44","2020-05-17",48,12,15,9,23,41
"age","Age: 30-44","2020-05-18",45,19,19,5,25,31
"age","Age: 30-44","2020-05-19",35,21,4,7,26,41
"age","Age: 45-64","2020-01-09",89,12,11,9,13,56
"age","Age: 45-64","2020-01-10",90,21,14,11,11,43
"age","Age: 45-64","2020-01-11",95,22,6,8,10,53
"age","Age: 45-64","2020-01-12",94,12,9,10,14,54
"age","Age: 45-64","2020-01-13",95,23,13,10,3,50
"age","Age: 45-64","2020-01-14",99,19,13,10,5,54
"age","Age: 45-64","2020-01-15",78,23,9,6,12,50
"age","Age: 45-64","2020-01-16",101,23,11,10,10,45
"age","Age: 45-64","2020-01-17",86,21,9,8,11,51
"age","Age: 45-64","2020-01-18",82,23,4,10,7,56
"age","Age: 45-64","2020-01-19",90,16,8,12,4,59
"age","Age: 45-64","2020-01-20",118,18,8,8,6,59
"age","Age: 45-64","2020-01-21",103,19,13,9,6,53
"age","Age: 45-64","2020-01-22",89,16,9,13,9,52
"age","Age: 45-64","2020-01-23",82,17,12,6,12,53
"age","Age: 45-64","2020-01-24",92,11,17,6,12,55
"age","Age: 45-64","2020-01-25",92,19,17,11,13,40
"age","Age: 45-64","2020-01-26",97,17,15,5,8,54
"age","Age: 45-64","2020-01-27",91,20,10,16,12,42
"age","Age: 45-64","2020-01-28",91,16,8,9,15,51
"age","Age: 45-64","2020-01-29",97,19,7,13,18,43
"age","Age: 45-64","2020-01-30",96,24,10,10,18,38
"age","Age: 45-64","2020-01-31",90,25,12,10,15,38
"age","Age: 45-64","2020-02-01",86,15,18,9,16,42
"age","Age: 45-64","2020-02-02",94,20,18,6,14,42
"age","Age: 45-64","2020-02-03",92,30,8,9,14,38
"age","Age: 45-64","2020-02-04",86,21,9,10,16,45
"age","Age: 45-64","2020-02-05",120,14,11,9,14,52
"age","Age: 45-64","2020-02-06",82,18,10,10,18,44
"age","Age: 45-64","2020-02-07",74,19,14,17,16,33
"age","Age: 45-64","2020-02-08",99,19,10,10,16,45
"age","Age: 45-64","2020-02-09",97,27,12,7,15,40
"age","Age: 45-64","2020-02-10",100,11,18,15,16,41
"age","Age: 45-64","2020-02-11",95,20,16,9,18,38
"age","Age: 45-64","2020-02-12",88,28,22,7,11,33
"age","Age: 45-64","2020-02-13",95,18,12,5,20,43
"age","Age: 45-64","2020-02-14",98,15,19,9,17,39
"age","Age: 45-64","2020-02-15",97,23,19,10,14,35
"age","Age: 45-64","2020-02-16",89,22,17,11,8,42
"age","Age: 45-64","2020-02-17",90,31,15,10,16,28
"age","Age: 45-64","2020-02-18",97,22,10,14,24,30
"age","Age: 45-64","2020-02-19",98,31,12,7,13,36
"age","Age: 45-64","2020-02-20",75,21,13,4,15,46
"age","Age: 45-64","2020-02-21",102,19,12,14,14,40
"age","Age: 45-64","2020-02-22",70,17,17,8,16,41
"age","Age: 45-64","2020-02-23",94,19,20,9,13,39
"age","Age: 45-64","2020-02-24",82,16,14,9,22,39
"age","Age: 45-64","2020-02-25",83,26,15,3,25,31
"age","Age: 45-64","2020-02-26",81,16,15,7,23,38
"age","Age: 45-64","2020-02-27",95,23,16,7,20,34
"age","Age: 45-64","2020-02-28",79,26,18,5,21,30
"age","Age: 45-64","2020-02-29",100,26,16,8,16,35
"age","Age: 45-64","2020-03-01",84,23,12,12,15,38
"age","Age: 45-64","2020-03-02",100,21,15,6,19,39
"age","Age: 45-64","2020-03-03",73,29,12,1,20,38
"age","Age: 45-64","2020-03-04",77,24,10,9,22,36
"age","Age: 45-64","2020-03-05",95,27,8,12,17,37
"age","Age: 45-64","2020-03-06",95,19,18,15,16,32
"age","Age: 45-64","2020-03-07",98,29,16,11,14,30
"age","Age: 45-64","2020-03-08",118,24,21,7,22,26
"age","Age: 45-64","2020-03-09",88,29,15,5,15,36
"age","Age: 45-64","2020-03-10",96,21,16,8,17,38
"age","Age: 45-64","2020-03-11",97,28,9,6,20,36
"age","Age: 45-64","2020-03-12",81,28,19,5,16,31
"age","Age: 45-64","2020-03-13",62,36,15,7,15,27
"age","Age: 45-64","2020-03-14",76,21,16,18,7,38
"age","Age: 45-64","2020-03-15",79,22,11,11,24,32
"age","Age: 45-64","2020-03-16",82,21,6,12,30,32
"age","Age: 45-64","2020-03-17",91,22,22,9,18,29
"age","Age: 45-64","2020-03-18",84,30,16,6,21,28
"age","Age: 45-64","2020-03-19",56,21,16,2,23,37
"age","Age: 45-64","2020-03-20",79,30,16,9,14,31
"age","Age: 45-64","2020-03-21",71,13,29,4,20,33
"age","Age: 45-64","2020-03-22",74,16,12,18,20,34
"age","Age: 45-64","2020-03-23",59,24,11,15,20,31
"age","Age: 45-64","2020-03-24",85,18,13,13,35,21
"age","Age: 45-64","2020-03-25",84,28,14,16,20,23
"age","Age: 45-64","2020-03-26",86,24,11,9,27,29
"age","Age: 45-64","2020-03-27",66,25,9,8,30,29
"age","Age: 45-64","2020-03-28",72,31,9,5,26,29
"age","Age: 45-64","2020-03-29",80,23,17,15,15,30
"age","Age: 45-64","2020-03-30",85,16,13,10,17,44
"age","Age: 45-64","2020-03-31",103,20,13,15,26,26
"age","Age: 45-64","2020-04-01",65,24,6,8,32,30
"age","Age: 45-64","2020-04-02",61,24,15,12,20,29
"age","Age: 45-64","2020-04-03",72,34,5,10,23,28
"age","Age: 45-64","2020-04-04",55,24,8,12,16,39
"age","Age: 45-64","2020-04-05",56,17,18,15,25,24
"age","Age: 45-64","2020-04-06",56,20,9,4,33,35
"age","Age: 45-64","2020-04-07",62,15,13,20,27,24
"age","Age: 45-64","2020-04-08",57,25,8,8,17,42
"age","Age: 45-64","2020-04-09",48,13,17,13,31,26
"age","Age: 45-64","2020-04-10",74,16,10,14,31,30
"age","Age: 45-64","2020-04-11",73,23,10,9,27,30
"age","Age: 45-64","2020-04-12",83,19,8,10,22,41
"age","Age: 45-64","2020-04-13",57,20,9,13,24,34
"age","Age: 45-64","2020-04-14",75,19,9,16,23,33
"age","Age: 45-64","2020-04-15",57,21,9,16,26,28
"age","Age: 45-64","2020-04-16",64,22,2,19,18,39
"age","Age: 45-64","2020-04-17",70,13,9,3,34,41
"age","Age: 45-64","2020-04-18",75,24,7,11,24,35
"age","Age: 45-64","2020-04-19",67,19,8,22,23,28
"age","Age: 45-64","2020-04-20",66,18,10,8,41,23
"age","Age: 45-64","2020-04-21",63,20,8,10,32,30
"age","Age: 45-64","2020-04-22",51,24,8,12,26,29
"age","Age: 45-64","2020-04-23",62,25,8,9,15,44
"age","Age: 45-64","2020-04-24",52,32,7,11,32,19
"age","Age: 45-64","2020-04-25",44,25,2,12,29,32
"age","Age: 45-64","2020-04-26",51,29,9,10,22,29
"age","Age: 45-64","2020-04-27",69,25,13,3,24,34
"age","Age: 45-64","2020-04-28",78,15,7,21,27,30
"age","Age: 45-64","2020-04-29",63,19,12,13,25,31
"age","Age: 45-64","2020-04-30",64,22,14,10,24,30
"age","Age: 45-64","2020-05-01",77,21,17,13,32,16
"age","Age: 45-64","2020-05-02",51,21,12,11,20,37
"age","Age: 45-64","2020-05-03",68,20,3,4,29,44
"age","Age: 45-64","2020-05-04",80,16,9,10,33,33
"age","Age: 45-64","2020-05-05",57,15,5,8,21,51
"age","Age: 45-64","2020-05-06",43,15,2,19,20,44
"age","Age: 45-64","2020-05-07",63,20,5,6,43,26
"age","Age: 45-64","2020-05-08",43,32,2,8,20,37
"age","Age: 45-64","2020-05-09",54,15,13,14,33,24
"age","Age: 45-64","2020-05-10",72,24,9,8,31,28
"age","Age: 45-64","2020-05-11",70,34,9,7,18,32
"age","Age: 45-64","2020-05-12",61,22,6,13,27,33
"age","Age: 45-64","2020-05-13",80,22,6,13,38,22
"age","Age: 45-64","2020-05-14",52,23,12,18,23,24
"age","Age: 45-64","2020-05-15",60,15,8,15,27,35
"age","Age: 45-64","2020-05-16",41,26,19,6,19,29
"age","Age: 45-64","2020-05-17",65,18,13,12,21,37
"age","Age: 45-64","2020-05-18",66,28,5,9,26,32
"age","Age: 45-64","2020-05-19",57,20,5,15,16,43
"age","Age: 65+","2020-01-09",33,13,16,4,11,56
"age","Age: 65+","2020-01-10",38,20,7,7,6,60
"age","Age: 65+","2020-01-11",42,12,8,7,2,71
"age","Age: 65+","2020-01-12",44,27,2,2,20,50
"age","Age: 65+","2020-01-13",38,11,31,3,7,48
"age","Age: 65+","2020-01-14",50,8,9,2,14,68
"age","Age: 65+","2020-01-15",41,13,12,19,11,46
"age","Age: 65+","2020-01-16",32,13,4,9,8,66
"age","Age: 65+","2020-01-17",53,19,8,7,6,60
"age","Age: 65+","2020-01-18",38,15,4,16,12,53
"age","Age: 65+","2020-01-19",34,15,10,11,3,61
"age","Age: 65+","2020-01-20",56,20,6,6,7,61
"age","Age: 65+","2020-01-21",55,17,18,14,5,47
"age","Age: 65+","2020-01-22",60,24,19,7,9,42
"age","Age: 65+","2020-01-23",51,18,15,9,12,46
"age","Age: 65+","2020-01-24",44,18,21,3,13,45
"age","Age: 65+","2020-01-25",48,13,21,10,13,42
"age","Age: 65+","2020-01-26",36,27,24,4,7,37
"age","Age: 65+","2020-01-27",41,33,13,2,14,37
"age","Age: 65+","2020-01-28",64,22,19,6,14,39
"age","Age: 65+","2020-01-29",48,29,18,1,12,40
"age","Age: 65+","2020-01-30",45,26,20,4,15,35
"age","Age: 65+","2020-01-31",38,15,26,8,25,26
"age","Age: 65+","2020-02-01",49,10,19,8,20,43
"age","Age: 65+","2020-02-02",35,23,31,9,12,25
